track_id,part_song,chord_absolute,roman_numeral,start_time,end_time,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11
st12-jangan_pernah_berubah,intro,Dm,vi,0.487619048,3.529433107,0.16453062,0.22476862,0.2735674,0.2653985,0.45330155,0.61987543,0.18422118,0.12727083,0.28157473,0.3272631,0.20683207,0.14097242,0.19531001,0.2594531,0.3262563,0.25314218,0.3345595,0.3750655,0.10288131,0.15924653,0.32367688,0.3733894,0.24847421,0.15424146
st12-jangan_pernah_berubah,intro,Dm,vi,3.529433107,6.640907029,0.12220603,0.1853845,0.24558596,0.17651483,0.13784719,0.39534634,0.21817176,0.548388,0.342035,0.31382588,0.19655542,0.114797026,0.17396766,0.24773477,0.3197655,0.23283906,0.11250426,0.4213022,0.046224937,0.41448608,0.31249353,0.3945935,0.2601563,0.14607882
st12-jangan_pernah_berubah,intro,Dm,vi,6.640907029,9.868480726,0.2056675,0.42833933,0.5041046,0.40854663,0.5856223,0.50359887,0.15980843,0.16464414,0.2963531,0.656656,0.3077709,0.23055992,0.12480333,0.27821606,0.23865879,0.16714251,0.29941535,0.3489803,0.12445708,0.20410363,0.13644123,0.2904513,0.14040083,0.26410434
st12-jangan_pernah_berubah,intro,Gm,ii,9.868480726,12.910294785,0.11173778,0.37232453,0.7310794,0.25636137,0.14030045,0.19435029,0.22186711,0.633282,0.291798,0.27610233,0.29825836,0.10521837,0.09327926,0.17955394,0.303115,0.12523842,0.13939996,0.2348268,0.14096378,0.35002735,0.20758212,0.27293274,0.32593775,0.108580194
st12-jangan_pernah_berubah,intro,Dm,vi,12.910294785,16.091428571,0.22133201,0.44404554,0.49560007,0.44736785,0.6934951,0.5332317,0.15993814,0.14476518,0.27907133,0.5815305,0.27044374,0.16586554,0.14121072,0.27560043,0.20579855,0.18383734,0.29894358,0.3211196,0.13094313,0.123309605,0.1452368,0.3045585,0.14465888,0.12420862
st12-jangan_pernah_berubah,intro,Gm,ii,16.091428571,19.063582766,0.10526543,0.28232846,0.64858055,0.27447426,0.15225421,0.1982443,0.19560243,0.6036157,0.24720152,0.22625588,0.3363352,0.14636095,0.10041604,0.19312061,0.35397235,0.16170579,0.1959368,0.23820476,0.12235477,0.38823068,0.12252794,0.19155261,0.34423903,0.12798178
st12-jangan_pernah_berubah,verse,Dm,vi,19.063582766,22.337596372,0.062193856,0.16863407,0.4437473,0.25903723,0.10667086,0.17728373,0.16711964,0.803027,0.49461225,0.5985495,0.2783673,0.05672299,0.029804535,0.07788953,0.2830467,0.13219137,0.04069198,0.1995946,0.099035114,0.2845566,0.12420562,0.3289711,0.1548864,0.018230189
st12-jangan_pernah_berubah,verse,Am,iii,22.337596372,25.42585034,0.50738037,0.25583893,0.1865049,0.07501421,0.4807567,0.15400133,0.014387436,0.06639344,0.331017,0.7856643,0.45052192,0.19498238,0.42265424,0.18925145,0.23997532,0.06039584,0.36904788,0.12043866,0.026348313,0.077121615,0.13767695,0.25187975,0.14171799,0.13843703
st12-jangan_pernah_berubah,verse,Gm,ii,25.42585034,28.653424036,0.04750118,0.20683265,0.7175219,0.14601302,0.06262929,0.13727409,0.21282361,0.52239347,0.28423747,0.4218893,0.2295117,0.14622954,0.050007477,0.10098834,0.31336492,0.06739471,0.07241368,0.1475177,0.13689713,0.41064832,0.2053632,0.33235368,0.21169062,0.11781631
st12-jangan_pernah_berubah,verse,Dm,vi,28.653424036,31.672018141,0.03533183,0.13819133,0.6093325,0.19138108,0.14828554,0.6792221,0.14241087,0.027527584,0.26613313,0.767923,0.2327301,0.026124535,0.029145991,0.063982196,0.3335138,0.12948202,0.06305996,0.2939191,0.060158864,0.025620943,0.13454744,0.27280802,0.1321536,0.023408331
