track_id,part_song,chord_absolute,roman_numeral,start_time,end_time,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11
st12-jangan_pernah_berubah,intro,Dm,vi,0.487619048,3.529433107,0.18379804,0.24931468,0.310326,0.29704666,0.48028743,0.5902586,0.16895625,0.15348768,0.31343967,0.33199096,0.209233,0.1557617,0.20952754,0.27251977,0.3545826,0.26271436,0.3175243,0.37912947,0.10649607,0.18511763,0.34274262,0.36786652,0.24226347,0.1683631
st12-jangan_pernah_berubah,intro,Dm,vi,3.529433107,6.640907029,0.123375736,0.18728708,0.2484077,0.17928913,0.13941312,0.3959625,0.2180567,0.54940933,0.34273994,0.31360453,0.19735809,0.11592533,0.17375605,0.24759106,0.3208022,0.23447211,0.11316491,0.42103827,0.04640208,0.4137204,0.31297237,0.39322278,0.2602881,0.14633664
st12-jangan_pernah_berubah,intro,Dm,vi,6.640907029,9.868480726,0.2339902,0.41998163,0.49265993,0.405126,0.5372542,0.5435719,0.19488959,0.1979839,0.3198967,0.6634677,0.34953633,0.27165785,0.13691297,0.2758293,0.23615597,0.17542203,0.28653476,0.34540364,0.12950516,0.2184444,0.14705414,0.28365183,0.1740281,0.2624668
st12-jangan_pernah_berubah,intro,Gm,ii,9.868480726,12.910294785,0.14405686,0.33015475,0.70800304,0.32417053,0.16555141,0.23567012,0.21395887,0.6751243,0.37511152,0.31871346,0.3777995,0.17013079,0.13497405,0.16958083,0.29678124,0.1429335,0.13346688,0.25669,0.12581484,0.3499086,0.21778128,0.2559343,0.33016282,0.1528133
st12-jangan_pernah_berubah,intro,Dm,vi,12.910294785,16.091428571,0.2652137,0.4525337,0.52531445,0.4602211,0.6674614,0.57717675,0.19305423,0.17984475,0.33396825,0.61983955,0.30940816,0.22029728,0.15927923,0.23876165,0.20405851,0.17442344,0.29644802,0.31765953,0.14093335,0.15037306,0.16547298,0.30066425,0.17077187,0.1692699
st12-jangan_pernah_berubah,intro,Gm,ii,16.091428571,19.063582766,0.14236717,0.3049524,0.6169715,0.2750693,0.17997204,0.23853864,0.24114273,0.6497866,0.27143517,0.27423954,0.39182395,0.18208848,0.12756838,0.20711108,0.3525983,0.16632432,0.19803926,0.2613315,0.13352679,0.3663453,0.15157567,0.21255495,0.34135526,0.1401836
st12-jangan_pernah_berubah,verse,Dm,vi,19.063582766,22.337596372,0.13259514,0.14775397,0.35777575,0.32102987,0.36387354,0.54219335,0.2995241,0.6361747,0.44132462,0.45709434,0.2551418,0.13169797,0.10193763,0.091385216,0.2740697,0.22148131,0.2644968,0.3654885,0.20036063,0.3545282,0.19216242,0.28997388,0.15978198,0.12975015
st12-jangan_pernah_berubah,verse,Am,iii,22.337596372,25.42585034,0.36860073,0.19293538,0.12522419,0.1357692,0.5230036,0.22321066,0.040850725,0.06458993,0.27378148,0.68783253,0.39763996,0.16795574,0.39945266,0.20042099,0.1517563,0.14466605,0.38265476,0.22986645,0.072622746,0.11071744,0.16885771,0.35725188,0.20617963,0.16095053
st12-jangan_pernah_berubah,verse,Gm,ii,25.42585034,28.653424036,0.05719437,0.059474755,0.17069063,0.09890491,0.098059624,0.10568308,0.11628672,0.2599533,0.35480818,0.69586885,0.65705985,0.22264647,0.12401939,0.12996012,0.2621252,0.14549236,0.13505988,0.11582104,0.14926355,0.35330787,0.29474294,0.31312892,0.34897283,0.20579264
st12-jangan_pernah_berubah,verse,Dm,vi,28.653424036,31.672018141,0.07998785,0.124873124,0.43601725,0.2368719,0.28970098,0.49133575,0.124984436,0.06754403,0.31813598,0.87331945,0.4160162,0.09659714,0.1310917,0.13402483,0.35812625,0.2133648,0.27654305,0.28415748,0.077285886,0.1115442,0.14564034,0.22145513,0.23239917,0.15439737
