track_id,part_song,chord_absolute,roman_numeral,start_time,end_time,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11
st12-jangan_pernah_berubah,intro,Dm,vi,0.487619048,3.529433107,-842.3953,62.29248,5.963512,9.945949,2.0158944,10.301075,-0.24401972,5.0552783,-1.9832574,4.5233626,2.7456305,4.2781157,-0.31933546,49.403286,20.703384,11.173077,5.5004945,6.410094,6.68315,6.223915,5.075286,7.3867793,5.6309905,3.8924737,3.9969106,3.5400963,0.27778423,0.29129696,0.29325473,0.3625369,0.51026356,0.82042027,0.62743986,0.26574305,0.27387804,0.43857902,0.36846748,0.23519324,0.20812744,0.24685515,0.27139947,0.27766252,0.293654,0.2835274,0.29392847,0.17293625,0.21106637,0.31327048,0.31520224,0.21091692
st12-jangan_pernah_berubah,intro,Dm,vi,3.529433107,6.640907029,-849.88696,55.98943,10.1102915,7.6145096,1.770173,10.349265,0.28043503,5.655268,1.7075477,6.5326295,2.8819137,3.969267,-1.1087162,33.87292,20.091175,7.880729,5.3560634,6.7097635,5.877852,5.081457,4.147506,4.519555,4.5508714,3.5526946,4.3036394,3.5493135,0.32189083,0.36080903,0.35410342,0.3423562,0.36777195,0.56603503,0.40520674,0.6280209,0.43975753,0.4796039,0.30429208,0.24990307,0.2208787,0.2482923,0.21618198,0.22751814,0.24127178,0.35332164,0.1508883,0.34657738,0.21138431,0.33251864,0.22536959,0.153025
st12-jangan_pernah_berubah,intro,Dm,vi,6.640907029,9.868480726,-727.18604,67.896645,-7.084435,16.145832,4.9845066,-0.11660745,-2.5259836,3.5084107,-7.9527926,-4.916632,-4.3166122,4.276477,-6.530952,33.401955,15.755641,10.793137,6.590124,7.854298,7.8274455,7.0864463,6.712376,4.548237,5.862902,5.8502555,4.8225756,5.359809,0.23284046,0.33332878,0.26840046,0.31861818,0.6320559,0.5922925,0.24344425,0.25808743,0.35537773,0.45027253,0.28417566,0.28030208,0.164876,0.32232136,0.19548891,0.20299014,0.3198087,0.30204535,0.16744152,0.2410859,0.26574054,0.31041807,0.18039344,0.2739756
st12-jangan_pernah_berubah,intro,Gm,ii,9.868480726,12.910294785,-723.8508,65.92182,-0.10919005,15.479163,3.7610102,3.6423643,-4.2046328,-1.8613901,-11.330063,-9.08489,-6.7872543,1.4296856,-11.495385,27.828487,16.219893,11.121018,7.4276524,10.17877,7.602782,7.44423,6.297375,6.3055334,6.618204,6.820878,8.708137,5.765722,0.14160013,0.26944923,0.5515022,0.2498355,0.24534899,0.35207206,0.4261433,0.695043,0.40185803,0.33039623,0.2606894,0.16116436,0.14537495,0.16822922,0.3524908,0.18152349,0.26297423,0.27064633,0.2881746,0.35168248,0.24611455,0.24102396,0.20792739,0.14576502
st12-jangan_pernah_berubah,intro,Dm,vi,12.910294785,16.091428571,-719.3347,70.13105,-6.335968,18.715422,5.1544604,-3.5051763,-3.4914699,3.7410898,-7.1475525,-5.692764,-3.642454,3.8109033,-5.3656716,25.787384,13.366221,7.978235,8.008779,9.971983,6.730399,6.87739,4.7871943,5.6038003,6.364479,4.3435817,4.7846913,4.865917,0.2186962,0.30406737,0.32530573,0.38802657,0.73848784,0.5945479,0.27107596,0.2653121,0.42777097,0.5419515,0.2860665,0.18686396,0.14865783,0.26301855,0.23610713,0.21605954,0.28930667,0.25756285,0.18312953,0.2301278,0.29193228,0.34744084,0.20533016,0.15681535
st12-jangan_pernah_berubah,intro,Gm,ii,16.091428571,19.063582766,-715.12415,57.739967,10.559188,15.850907,8.6445265,0.25065967,-6.333546,2.4717052,-10.639204,-6.8911695,-8.307047,-0.16875677,-10.690538,25.550398,18.148449,22.474434,9.469923,7.8656535,8.001664,6.0729384,7.4171352,6.451414,5.6429286,6.822595,10.4039545,6.738535,0.17590259,0.26082137,0.4774851,0.22104773,0.1953837,0.2912088,0.42626196,0.7403364,0.33748406,0.33235526,0.33278835,0.18526429,0.19402358,0.20501913,0.35264683,0.16646431,0.20549336,0.24867004,0.24798606,0.3350563,0.18203522,0.27442878,0.27767697,0.16353738
st12-jangan_pernah_berubah,verse,Dm,vi,19.063582766,22.337596372,-277.47586,63.899696,49.1245,5.5513587,-5.682039,5.671017,-3.1554742,6.953063,-29.925953,-4.7155085,-10.1983795,-4.1495347,-9.023162,111.29526,45.957764,23.892738,24.315905,26.810316,12.535638,12.924065,17.042147,13.566577,9.650753,9.70842,7.315125,9.225199,0.1970519,0.104509495,0.1488403,0.25003275,0.4689635,0.6923624,0.38741288,0.18609886,0.15988053,0.16327134,0.15934667,0.19392559,0.22630215,0.16581424,0.25291896,0.2839701,0.3185379,0.3679649,0.29492885,0.27486238,0.2385275,0.2837311,0.27386543,0.24582964
st12-jangan_pernah_berubah,verse,Am,iii,22.337596372,25.42585034,-441.3764,62.443367,19.642538,4.3491,-8.426267,5.201952,-4.6394305,2.012139,-15.840217,4.2084746,3.9104583,-6.7654305,-4.8134828,153.73625,34.030636,16.232914,15.261013,13.579834,12.192033,10.499382,9.470524,17.168962,8.968421,6.187033,7.722001,7.090105,0.20654336,0.123115666,0.1423382,0.2939036,0.6414725,0.5597655,0.35287553,0.26961055,0.43102413,0.4425469,0.24758995,0.24187794,0.24601628,0.1754472,0.15865529,0.21813957,0.34800628,0.33758405,0.28048414,0.27008232,0.38076138,0.39839244,0.23639856,0.25380427
st12-jangan_pernah_berubah,verse,Gm,ii,25.42585034,28.653424036,-245.33379,51.36134,26.04062,5.1338487,-6.779589,0.8767949,-22.896366,2.9766824,-24.50426,-2.7281659,0.21108966,-14.860617,-12.962725,59.72178,45.02246,23.150534,26.101393,17.456467,15.327896,15.922811,19.066568,13.344324,15.090146,12.249466,8.895444,10.05125,0.07880972,0.052543916,0.06384281,0.07161812,0.09747294,0.105637595,0.123982266,0.22809276,0.3264023,0.5794452,0.66712344,0.3005347,0.15393145,0.15190655,0.17909211,0.15648247,0.14543483,0.11555343,0.18923026,0.35366607,0.33697093,0.35883865,0.36780992,0.30178514
st12-jangan_pernah_berubah,verse,Dm,vi,28.653424036,31.672018141,-388.66345,31.326477,22.375978,-0.07996677,-13.492948,2.6299171,-7.829914,-13.922331,-13.7468,4.0583057,1.5050056,-5.0207415,-7.765211,176.67699,45.763245,20.076275,12.80737,14.9440775,10.746626,8.598237,12.625899,12.352107,10.403055,8.383351,6.1231327,7.074479,0.1308904,0.12039228,0.13106494,0.24472602,0.63714916,0.3556652,0.10604359,0.1364818,0.36417362,0.76138896,0.5575476,0.19361304,0.20221971,0.1933078,0.23348542,0.24175808,0.3161733,0.21397652,0.10758568,0.15135302,0.25263923,0.31478474,0.28876042,0.21295074
