track_id,part_song,chord_absolute,roman_numeral,start_time,end_time,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11
st12-jangan_pernah_berubah,intro,Dm,vi,0.487619048,3.529433107,-235.98042,180.32028,-35.464066,30.25428,3.6708357,3.7706928,7.0785966,-2.977603,1.525623,1.4591991,10.869459,2.374862,-7.9162717,79.81848,40.11554,18.185993,13.161435,14.136151,6.1032786,9.395916,6.0833597,4.888393,7.030078,6.952064,6.4165964,7.12985,0.108278066,0.1698799,0.8166731,0.10240854,0.28276613,0.45706528,0.14609046,0.08711436,0.14422044,0.5605593,0.06558733,0.0751016,0.048033897,0.097131155,0.24635786,0.118742354,0.3196849,0.38522172,0.06247185,0.055076573,0.060253683,0.18777274,0.03354937,0.036691345
st12-jangan_pernah_berubah,intro,Dm,vi,3.529433107,6.640907029,-235.46857,188.56273,-29.466938,25.19157,4.9063125,5.1162734,2.800199,-4.306407,1.9497961,7.0457587,5.3603835,-3.6413672,-7.908137,58.983307,23.153738,18.743511,11.673633,12.467016,7.7026744,8.779131,6.1035423,5.878894,6.144167,6.4224586,5.9635177,6.005749,0.110648714,0.18151432,0.81934416,0.10244219,0.08130262,0.36125413,0.14728825,0.43908557,0.1531599,0.60493076,0.07887424,0.08392535,0.05916152,0.10553469,0.2651488,0.12379392,0.087535836,0.33334243,0.06863186,0.3733886,0.08256951,0.21092007,0.05635278,0.047226485
st12-jangan_pernah_berubah,intro,Dm,vi,6.640907029,9.868480726,-6.9371886,87.67709,-6.795367,30.679653,14.570529,7.5023427,7.54225,9.827046,-2.7716823,-1.7017666,-1.7479128,6.306371,-1.9563746,57.084095,16.940071,13.305125,7.5592494,7.1971235,5.3602414,7.366503,6.9134536,5.622519,6.0471644,5.0000153,5.109157,4.8867846,0.31546578,0.4028814,0.9849642,0.3173816,0.38551244,0.4396647,0.30682415,0.32890126,0.31350034,0.76080716,0.31270528,0.31481913,0.16354534,0.16617964,0.05462541,0.14615363,0.18256952,0.20082977,0.16586268,0.20402911,0.17408377,0.15103011,0.18764728,0.15718
st12-jangan_pernah_berubah,intro,Gm,ii,9.868480726,12.910294785,3.429,83.519844,-1.9629949,29.978548,12.848416,7.2826285,2.2233129,4.651633,-6.0684805,-6.0633574,-3.2214448,0.94830835,-8.700429,31.813337,11.160286,10.717769,6.885827,7.8255906,6.505221,7.6659107,6.871392,6.473392,5.8528647,5.8718944,6.571853,5.813945,0.25601637,0.28557658,0.9725957,0.29951864,0.26665595,0.34980753,0.2973045,0.55934024,0.40702254,0.5742096,0.4642012,0.30380467,0.13975893,0.16609614,0.080452435,0.14850247,0.14488085,0.20669301,0.14815235,0.2708945,0.20450005,0.18785535,0.13141613,0.15937765
st12-jangan_pernah_berubah,intro,Dm,vi,12.910294785,16.091428571,6.4224634,83.67125,-8.803568,32.7016,15.891044,4.2657056,8.8124275,10.591986,-0.7581812,-1.2315199,-0.49286377,7.422945,0.13403016,22.9656,9.01162,10.958431,6.8241525,8.012917,4.6001625,6.586732,4.667726,5.19589,5.59155,5.0715685,4.8272495,4.310955,0.30073342,0.36434984,0.9109503,0.34004194,0.42960054,0.42424202,0.30157804,0.30228072,0.31178445,0.72213477,0.28447333,0.28979436,0.16483855,0.14758976,0.13865195,0.22466616,0.22687145,0.17749529,0.19495064,0.19367084,0.14997052,0.1987488,0.14236297,0.20029618
st12-jangan_pernah_berubah,intro,Gm,ii,16.091428571,19.063582766,-6.6677413,82.957924,-0.6800142,30.79264,13.662134,6.49319,1.6673428,7.843313,-2.9530802,-4.0527925,-4.8135653,0.25498265,-8.677971,39.34494,15.54415,11.347172,5.8235135,7.023559,7.5245233,5.963888,6.872094,4.508561,5.6551833,6.098355,8.606098,6.0631847,0.23650573,0.24245875,0.8817579,0.23637211,0.24498972,0.35275814,0.30395854,0.5920343,0.37668246,0.57256764,0.49667045,0.27580357,0.11791489,0.12269763,0.21774387,0.11289919,0.13857436,0.20871578,0.14844942,0.3031025,0.19804735,0.22037649,0.15096414,0.13634261
st12-jangan_pernah_berubah,verse,Dm,vi,19.063582766,22.337596372,-104.913536,113.15644,27.246382,19.81915,11.861559,18.838076,-4.9424477,6.50686,-17.626352,-3.7413352,-7.46306,-0.023923418,-6.251345,57.50404,39.179794,13.2760315,11.191899,11.3041315,5.3168044,7.5734224,9.813278,11.622609,5.2584844,6.1354294,4.637182,7.6656847,0.15580335,0.12978497,0.87948984,0.1863318,0.3953158,0.5038114,0.20968407,0.3958214,0.19065978,0.6956084,0.12744313,0.14267424,0.12424617,0.13226928,0.21296448,0.16179575,0.24761467,0.262041,0.15264258,0.25384513,0.19539681,0.18144466,0.15375632,0.13933669
st12-jangan_pernah_berubah,verse,Am,iii,22.337596372,25.42585034,-292.285,135.90492,-22.01496,11.451269,21.429304,5.4981885,-13.711767,2.6805136,-18.39427,-12.81217,-15.36948,-13.856547,-7.98041,83.48757,27.338472,32.725216,11.440766,10.601977,13.827429,8.67746,10.306451,8.323565,11.18505,9.623403,5.8947535,8.257277,0.46968836,0.120773345,0.17787227,0.15856332,0.6000725,0.17045417,0.09754722,0.12911643,0.19392626,0.8207569,0.16227068,0.18086907,0.35156068,0.09114411,0.13348268,0.12586029,0.30540514,0.17584702,0.06763299,0.12232814,0.17295717,0.29082128,0.14768624,0.17057736
st12-jangan_pernah_berubah,verse,Gm,ii,25.42585034,28.653424036,-189.42053,76.72254,4.3446145,1.5213037,5.2561193,4.2767324,-24.662037,0.24841003,-26.35271,-9.604233,-9.208639,-17.112331,-13.454722,47.314793,39.511635,19.878431,15.334443,12.362551,12.493502,14.011506,13.728471,10.501436,10.993394,8.330164,9.537218,8.404688,0.08433685,0.08176527,0.22463264,0.08539108,0.13080995,0.13780777,0.14608057,0.40312687,0.32926005,0.7179027,0.5561102,0.1431242,0.10303621,0.093540736,0.21315585,0.08403503,0.091207206,0.10697536,0.1457072,0.3349753,0.25895637,0.3163302,0.37368202,0.10706525
st12-jangan_pernah_berubah,verse,Dm,vi,28.653424036,31.672018141,-250.71422,99.569595,-21.536009,6.7190475,16.975315,5.1358705,-10.93277,-15.141984,-27.081375,-17.316704,-9.604822,-6.4868174,-17.48148,94.58138,61.670395,41.17824,10.027782,21.196848,9.471941,8.74221,9.260439,8.73718,11.127462,7.754341,5.1778803,6.393233,0.09148062,0.08842271,0.38431185,0.17421666,0.2323518,0.4682004,0.095063135,0.11477972,0.18197735,0.9221533,0.246794,0.10416416,0.055008568,0.05605064,0.21411408,0.20883411,0.24733831,0.22916801,0.05712677,0.085957654,0.15402198,0.20359534,0.28785324,0.10054068
